td,code,target
T047,A180,0.04374999999999996
T047,A181,0.011677438307873043
T047,A185,-0.04297994269340977
T047,A188,0.02615581953042212
T047,A194,0.033797216699801284
T047,A196,0.0
T047,A197,-0.015695067264574036
T047,A206,0.1116071428571428
T047,A207,-0.0034305317324184736
T047,A210,0.011600928074245951
T047,A216,0.0563909774436091
T047,A217,0.030726256983240274
T047,A219,0.024017467248908183
T047,A228,0.07692307692307687
T047,A230,0.014397905759162331
T047,A232,0.021129655512620138
T047,A236,0.002499038831218714
T047,A237,0.004784688995215225
T047,A238,0.0934959349593496
T047,A239,0.029702970297029733
T047,A244,-0.04716981132075471
T047,A245,0.035051546391752675
T047,A249,0.0577897938492733
T047,A250,0.06818181818181812
T047,A253,0.02043269230769229
T047,A254,0.02503293807641627
T047,A257,-0.009708737864077666
T047,A260,0.023809523809523725
T047,A261,0.030344827586206824
T047,A265,-0.025904104022755003
T047,A270,0.0815850815850816
T047,A271,0.05501466275659817
T047,A280,0.050980392156862786
T047,A281,0.02990654205607468
T047,A284,0.021419009370816644
T047,A287,0.05321507760532152
T047,A293,-0.003067484662576669
T047,A297,0.009478672985782087
T047,A298,0.005847953216374213
T047,A300,0.0
T047,A303,-0.016286644951140072
T047,A305,-0.04184100418410042
T047,A306,0.0535714285714286
T047,A308,0.03581268871294019
T047,A310,0.010489510489510412
T047,A314,0.07257203842049087
T047,A318,0.10779289008230686
T047,A319,0.021276595744680767
T047,A320,0.04670329670329676
T047,A322,-0.01319261213720313
T047,A324,0.03829787234042548
T047,A325,-0.003952569169960452
T047,A327,0.024482109227871973
T047,A329,0.004057124310288929
T047,A331,0.02386310863430152
T047,A333,0.0963441728943648
T047,A340,0.019933554817275656
T047,A343,0.0663513900831183
T047,A349,0.09259259259259256
T047,A358,0.009294015657248078
T047,A360,0.04659680537185884
T047,A361,-0.0030525030525030412
T047,A363,0.0176678445229681
T047,A365,-0.013333333333333308
T047,A366,0.01132075471698113
T047,A369,0.0903288782099414
T047,A376,-0.042065663474692205
T047,A377,0.0670226969292389
T047,A379,0.1103448275862069
T047,A384,0.022522522522522515
T047,A390,0.020992960817292745
T047,A391,0.13978494623655924
T047,A392,0.02690582959641264
T047,A394,0.037617554858934144
T047,A400,0.06587837837837829
T047,A410,0.06703910614525133
T047,A414,0.022222222222222143
T047,A415,-0.015544041450777256
T047,A417,-0.0044642857142856976
T047,A418,0.057715877437325876
T047,A419,0.11071428571428577
T047,A422,0.018487394957983128
T047,A424,-0.006257822277847325
T047,A426,0.04591836734693877
T047,A430,0.003968253968253954
T047,A432,0.029946192052980214
T047,A434,0.019607843137254832
T047,A437,-0.025052192066805867
T047,A442,0.03566878980891719
T047,A443,0.052287581699346435
T047,A444,0.053613053613053685
T047,A455,0.0551431601272534
T047,A457,-0.02402402402402404
T047,A458,-0.00421940928270037
T047,A461,0.0350309588888269
T047,A464,0.020522388059701413
T047,A468,0.0731382978723405
T047,A469,-0.011690859160455092
T047,A471,0.027350836956149704
T047,A473,-0.00726392251815977
T047,A478,0.004489337822671136
T047,A483,-0.005328596802841923
T047,A484,-0.00607878740033152
T047,A485,-0.0234375
T047,A487,0.017628784047395433
T047,A488,0.04511714219438656
T047,A489,0.05465587044534415
T047,A491,-0.0011160714285713966
T047,A492,-0.021589991928974928
T047,A496,0.08805031446540879
T047,A501,0.0
T047,A502,0.0436150643818376
T047,A504,0.012501921401854688
T047,A505,0.008968609865470878
T047,A507,-0.02640845070422537
T047,A509,0.02548725637181404
T047,A513,0.13650306748466254
T047,A517,-0.03765690376569042
T047,A518,-0.04761904761904767
T047,A520,-0.009689922480620172
T047,A522,0.008620689655172377
T047,A529,-0.011961722488038284
T047,A530,0.018812952634645885
T047,A537,0.08217960710944805
T047,A538,0.04384896467722288
T047,A540,0.048127812806739056
T047,A541,-0.04398148148148151
T047,A548,0.03521126760563376
T047,A549,-0.002331002331002363
T047,A551,0.040322580645161255
T047,A552,0.012395041983206623
T047,A553,0.03562005277044844
T047,A556,0.014285714285714237
T047,A557,0.01327433628318575
T047,A564,0.0030441400304415107
T047,A566,0.06353591160220984
T047,A574,0.04117647058823537
T047,A581,-0.0923295454545454
T047,A584,-0.01813471502590669
T047,A587,0.09998195814289157
T047,A591,0.07465618860510803
T047,A594,-0.03991344073094494
T047,A599,0.007052186177715082
T047,A606,0.038532110091743066
T047,A609,0.02682403433476388
T047,A610,0.0042134831460673965
T047,A614,0.049689440993788914
T047,A616,0.0918141592920354
T047,A627,-0.04553119730185495
T047,A628,0.02067183462532296
T047,A636,-0.0214067278287462
T047,A637,0.04633204633204624
T047,A639,-0.007518796992481258
T047,A641,0.0
T047,A643,0.009244992295839749
T047,A645,0.011019283746556365
T047,A646,-0.00578703703703709
T047,A647,-0.015778351725757256
T047,A648,0.03400000000000003
T047,A649,0.04433497536945818
T047,A652,0.04823529411764715
T047,A653,0.005235474086947356
T047,A658,0.09940119760479038
T047,A659,0.0471976401179941
T047,A663,0.022026431718061627
T047,A664,0.014365141861741424
T047,A666,0.08754486371132031
T047,A668,0.03056768558951961
T047,A670,0.08822958008381665
T047,A676,0.09077206070205923
T047,A679,-0.0851651487137346
T047,A680,0.02293577981651373
T047,A683,0.008810572687224738
T047,A684,0.09115623612960498
T047,A687,-0.04761904761904767
T047,A688,-0.003770953327995485
T047,A690,-0.007962132536123545
T047,A692,0.0
T047,A694,0.006629834254143541
T047,A696,0.04682815399990492
T047,A697,0.03149606299212593
T047,A698,0.016830294530154388
T047,A701,-0.034848484848484795
T047,A708,0.017964071856287456
T047,A709,0.013941698352344822
T047,A711,0.011286681715575677
T047,A719,0.032258064516129004
T047,A722,-0.021186071880330948
T047,A724,0.05717761557177625
T047,A727,-0.024599046380580858
T047,A733,0.032697547683923744
T047,A734,-0.0329920364050057
T047,A736,0.003430531732418585
T047,A738,0.023287671232876672
T047,A740,0.0
T047,A746,0.09797297297297304
T047,A747,0.04311774461028195
T047,A752,0.040000000000000036
T047,A753,0.0075955776858807065
T047,A754,0.04253847484004837
T047,A755,-0.04875715050002061
T047,A759,0.004754358161648264
T047,A766,0.022913256955810143
T047,A772,0.042735042735042805
T047,A775,0.0
T047,A776,-0.03329243353783229
T047,A779,-0.004672897196261627
T047,A786,0.0685543964232489
T047,A788,0.044750264652102745
T047,A789,0.07474815312290127
T047,A794,0.0235294117647058
T047,A795,-0.0253036437246964
T048,A005,-0.05982905982905984
T048,A006,-0.04823747680890533
T048,A007,-0.02319382105670864
T048,A011,-0.0405496733498536
T048,A012,-0.014245014245014231
T048,A017,-0.045454545454545414
T048,A019,-0.044280442804428014
T048,A021,0.01818181818181808
T048,A024,-0.006297229219143552
T048,A030,-0.003370786516853963
T048,A032,-0.020423083272409936
T048,A034,0.0
T048,A037,-0.06276150627615062
T048,A039,-0.049261083743842415
T048,A041,-0.0371894910158207
T048,A043,0.023853211009174258
T048,A045,0.03030303030303028
T048,A046,-0.05501222493887525
T048,A050,-0.038596491228070184
T048,A051,-0.06897484446848799
T048,A054,-0.010428736964078757
T048,A060,-0.056939501779359476
T048,A062,-0.004573170731707266
T048,A066,-0.0429867967449169
T048,A067,-0.04509803921568623
T048,A069,-0.03776568360667798
T048,A071,-0.05455399061032862
T048,A072,-0.03427419354838712
T048,A074,-0.055099648300117265
T048,A076,-0.11046511627906974
T048,A086,-0.02645502645502651
T048,A087,0.05331179321486279
T048,A092,-0.04430379746835445
T048,A094,-0.019157088122605408
T048,A097,-0.03793103448275858
T048,A101,-0.05102414654454624
T048,A104,-0.13305788017787734
T048,A106,0.0
T048,A108,-0.05282029855281645
T048,A111,0.0025510204081633514
T048,A115,-0.06396866840731075
T048,A116,-0.017467248908296984
T048,A117,0.028772247112499594
T048,A118,-0.023941068139963214
T048,A122,-0.05722891566265065
T048,A124,-0.05273833671399597
T048,A127,-0.05000000000000005
T048,A133,-0.062176165803108814
T048,A135,-0.03674540682414695
T048,A144,0.0625
T048,A145,-0.03968253968253965
T048,A147,-0.04870129870129869
T048,A148,0.03539373412362412
T048,A158,-0.0149253731343284
T048,A159,-0.03030303030303028
T048,A165,-0.02163461538461542
T048,A166,0.03194103194103204
T048,A168,-0.05847953216374269
T048,A171,-0.05102040816326525
T048,A172,-0.02904040404040409
T048,A175,-0.0038924274593064015
T048,A178,-0.04182509505703425
T048,A179,-0.03476245654692933
T048,A180,-0.04071856287425146
T048,A181,-0.08384754990925591
T048,A185,0.04491017964071853
T048,A188,-0.019021739130434808
T048,A194,-0.03653846153846152
T048,A196,-0.07720588235294112
T048,A197,-0.0751708428246014
T048,A206,-0.03012048192771088
T048,A207,0.0034423407917383297
T048,A210,-0.05619266055045869
T048,A216,-0.017793594306049876
T048,A217,0.008130081300812941
T048,A219,0.10234541577825153
T048,A228,-0.03928571428571426
T048,A230,0.02580645161290329
T048,A232,-0.03301127214170696
T048,A236,-0.0123681687440077
T048,A237,-0.042857142857142816
T048,A238,-0.055762081784386575
T048,A239,0.0
T048,A244,-0.004950495049504955
T048,A245,-0.029880478087649376
T048,A249,-0.039890460976723
T048,A250,-0.05000000000000005
T048,A253,0.022379269729092988
T048,A254,-0.03984575835475579
T048,A257,-0.05294117647058827
T048,A260,0.029900332225913706
T048,A261,-0.04417670682730923
T048,A265,-0.008881704731115492
T048,A270,-0.04741379310344829
T048,A271,-0.03480097843006446
T048,A274,0.006578947368421018
T048,A280,0.020522388059701413
T048,A281,0.034482758620689724
T048,A284,-0.0812581913499345
T048,A287,0.03578947368421058
T048,A293,-0.011282051282051286
T048,A297,0.039123630672926346
T048,A298,-0.011627906976744208
T048,A300,0.0013458950201883366
T048,A303,-0.05960264900662249
T048,A305,-0.013100436681222738
T048,A306,-0.035593220338983045
T048,A308,-0.03989452638289237
T048,A310,0.008073817762399127
T048,A314,-0.05771144278606965
T048,A318,-0.02461849759716717
T048,A319,-0.01736111111111116
T048,A320,0.01049868766404205
T048,A322,-0.02406417112299464
T048,A324,0.024590163934426142
T048,A325,-0.08730158730158732
T048,A327,0.04595588235294112
T048,A329,-0.02319379343785355
T048,A331,0.039565960713164205
T048,A333,-0.06273028739867359
T048,A340,-0.05863192182410426
T048,A343,-0.06222281951350628
T048,A349,0.002824858757062065
T048,A352,0.08712121212121215
T048,A358,-0.055250594057247526
T048,A360,-0.007971225818994898
T048,A361,0.030618493570116367
T048,A363,-0.04166666666666663
T048,A365,0.0135135135135136
T048,A366,0.02238805970149249
T048,A369,0.009503477721920062
T048,A376,-0.0043734380578365215
T048,A377,-0.052874302874302836
T048,A379,-0.04658385093167705
T048,A384,-0.044052863436123364
T048,A390,-0.04704087858450279
T048,A391,-0.09056603773584904
T048,A392,-0.033478893740902516
T048,A394,-0.0453172205438066
T048,A400,-0.030110935023771827
T048,A410,-0.08115183246073299
T048,A414,0.06666666666666665
T048,A415,-0.05263157894736848
T048,A417,-0.02690582959641253
T048,A418,-0.05704203097018856
T048,A419,-0.04581993569131837
T048,A422,-0.028052805280528004
T048,A424,-0.007556675062972306
T048,A426,0.024390243902439046
T048,A430,-0.04347826086956519
T048,A432,-0.05073643177205778
T048,A434,-0.024038461538461564
T048,A437,-0.006423982869379064
T048,A442,-0.052890528905289
T048,A443,-0.012422360248447228
T048,A444,0.0022123893805310324
T048,A455,-0.04924623115577886
T048,A457,0.021538461538461503
T048,A461,0.031258420910805766
T048,A462,-0.00952380952380949
T048,A464,-0.042047531992687404
T048,A468,-0.006195786864931829
T048,A469,-0.01579866624325188
T048,A471,-0.0492136478741837
T048,A473,0.02926829268292685
T048,A478,-0.01452513966480451
T048,A483,-0.0357142857142857
T048,A484,-0.0229944400317712
T048,A485,-0.016000000000000014
T048,A487,0.16670216542421026
T048,A488,-0.046692930862279436
T048,A489,-0.040307101727447225
T048,A491,-0.08603351955307259
T048,A492,0.02742833573932768
T048,A496,0.02601156069364152
T048,A501,-0.0921422210043159
T048,A502,-0.02639268982791409
T048,A504,-0.027174738120540498
T048,A505,-0.09629629629629632
T048,A507,-0.06329113924050632
T048,A509,-0.040935672514619936
T048,A513,-0.05668016194331984
T048,A517,0.0
T048,A518,0.0026315789473683178
T048,A520,0.001956947162426559
T048,A522,-0.005698005698005715
T048,A529,-0.002421307506053294
T048,A530,-0.04428466377972051
T048,A537,-0.05873708778147557
T048,A538,0.019836639439906545
T048,A540,-0.011478121938515272
T048,A541,0.001210653753026536
T048,A548,0.006802721088435382
T048,A549,-0.18925233644859812
T048,A551,-0.0968992248062015
T048,A552,-0.07971300684570826
T048,A553,-0.042038216560509545
T048,A556,-0.048289738430583484
T048,A557,0.013100436681222629
T048,A564,-0.06525037936267075
T048,A566,-0.04935064935064937
T048,A574,-0.048022598870056436
T048,A581,-0.04381846635367759
T048,A584,-0.04389955418069325
T048,A587,0.019901041524288617
T048,A591,-0.02925045703839124
T048,A594,-0.037190082644628086
T048,A599,-0.02521008403361347
T048,A606,-0.026501766784452263
T048,A609,0.0
T048,A610,-0.0293706293706294
T048,A614,-0.039447731755424036
T048,A616,-0.06079027355623101
T048,A627,-0.02473498233215543
T048,A628,-0.03544303797468351
T048,A636,-0.04062500000000002
T048,A637,-0.03136531365313655
T048,A639,-0.011363636363636357
T048,A643,0.0213740458015268
T048,A645,-0.0681198910081744
T048,A646,-0.0454016298020955
T048,A647,-0.019728994703945846
T048,A648,-0.03288201160541582
T048,A649,-0.042452830188679284
T048,A652,-0.05274971941638607
T048,A653,-0.03645810394457727
T048,A658,-0.02832244008714602
T048,A659,0.030985915492957705
T048,A663,-0.06896551724137934
T048,A664,-0.023618527841163032
T048,A666,-0.03246666369352902
T048,A668,-0.06991525423728817
T048,A670,-0.061999489926039326
T048,A676,0.10701487293594104
T048,A679,0.014496731373821126
T048,A680,-0.04484304932735428
T048,A683,-0.045851528384279534
T048,A684,0.014237046829714828
T048,A687,-0.0017857142857142796
T048,A688,-0.07692307692307687
T048,A690,-0.03213428293035725
T048,A694,-0.01866081229418226
T048,A696,0.02661726599081704
T048,A697,-0.1145038167938931
T048,A698,-0.031724137931034464
T048,A701,0.01098901098901095
T048,A708,-0.2352941176470589
T048,A709,-0.03500000000000003
T048,A711,-0.029017857142857095
T048,A719,-0.08958333333333335
T048,A722,0.053390597883997686
T048,A724,-0.026467203682393525
T048,A727,-0.01577602488612373
T048,A733,-0.02770448548812665
T048,A734,0.007058823529411784
T048,A736,-0.058119658119658135
T048,A738,-0.030789825970548912
T048,A740,-0.038788387795471335
T048,A745,0.03515625
T048,A746,-0.013846153846153841
T048,A747,-0.011128775834658213
T048,A752,-0.00887573964497046
T048,A753,-0.07027389228578608
T048,A754,-0.02869464256095533
T048,A755,-0.030338427593367686
T048,A759,-0.003154574132492094
T048,A766,-0.0272
T048,A772,0.006147540983606481
T048,A775,0.06621004566210043
T048,A776,-0.04738534438991372
T048,A779,-0.023474178403755874
T048,A786,-0.04463040446304045
T048,A788,-0.009487840825350036
T048,A789,0.0037492970068111475
T048,A794,-0.0377668308702791
T048,A795,-0.02180685358255452
T049,A005,0.01818181818181808
T049,A006,-0.0019493177387914786
T049,A007,0.0
T049,A011,-0.018098927760820227
T049,A012,-0.00867052023121384
T049,A017,-0.015037593984962403
T049,A019,0.015444015444015413
T049,A021,-0.0023809523809523725
T049,A024,0.012674271229404344
T049,A030,0.01465614430665174
T049,A032,-0.042949659339865616
T049,A034,-0.003875968992248069
T049,A037,-0.046875
T049,A039,0.028497409326424968
T049,A041,-0.0262835049630098
T049,A043,0.023297491039426577
T049,A045,-0.039215686274509776
T049,A046,-0.03751617076325997
T049,A050,0.010948905109489092
T049,A051,-0.07669959325973275
T049,A054,0.016393442622950838
T049,A060,-0.01320754716981132
T049,A062,0.04747320061255733
T049,A066,-0.03189325622426975
T049,A067,-0.0041067761806981035
T049,A069,-0.06993541483547983
T049,A071,-0.05581487734631041
T049,A072,0.0020876826722338038
T049,A074,-0.04590570719602982
T049,A076,-0.0326797385620915
T049,A086,-0.016304347826086918
T049,A087,-0.0076687116564416735
T049,A092,-0.04801324503311255
T049,A094,-0.015625
T049,A097,0.15890083632019114
T049,A101,-0.04706419120485738
T049,A106,0.0453172205438066
T049,A108,0.0223127636707785
T049,A111,-0.005089058524173074
T049,A115,0.02789400278940035
T049,A116,-0.011851851851851893
T049,A117,-0.031763154740501065
T049,A118,-0.030188679245283005
T049,A120,0.031031031031031112
T049,A122,0.0015974440894568342
T049,A124,0.010706638115631772
T049,A127,0.0
T049,A133,-0.04419889502762432
T049,A135,-0.02724795640326972
T049,A144,-0.004524886877828038
T049,A147,-0.017064846416382284
T049,A148,0.006215243702976768
T049,A158,0.010606060606060508
T049,A159,-0.02187499999999997
T049,A165,-0.0393120393120393
T049,A166,0.17142857142857149
T049,A168,0.016563146997929712
T049,A171,-0.06808602150537635
T049,A172,0.0013003901170351995
T049,A175,-0.012788632326820593
T049,A178,-0.08730158730158732
T049,A179,0.03961584633853543
T049,A181,-0.012599049128367623
T049,A185,0.005730659025787954
T049,A188,-0.05817174515235458
T049,A194,0.041916167664670656
T049,A196,0.043824701195219085
T049,A197,-0.007389162561576401
T049,A206,-0.0496894409937888
T049,A207,-0.032590051457976
T049,A210,-0.06682867557715677
T049,A216,0.003623188405797117
T049,A217,0.0
T049,A219,-0.0019342359767892112
T049,A228,0.020446096654274992
T049,A230,-0.12704402515723268
T049,A232,-0.09408825978351376
T049,A236,0.024997573051160016
T049,A237,0.024875621890547255
T049,A238,-0.015748031496062964
T049,A239,0.033653846153846256
T049,A244,-0.01791044776119399
T049,A245,-0.012320328542094416
T049,A249,-0.08095645559992393
T049,A250,-0.011198208286674172
T049,A253,-0.01382488479262678
T049,A254,0.04283801874163329
T049,A257,-0.059006211180124175
T049,A260,-0.02580645161290318
T049,A261,-0.026610644257703098
T049,A265,-0.0011048173544008222
T049,A270,0.02941176470588225
T049,A271,-0.014629650961870744
T049,A274,-0.005446623093681935
T049,A280,-0.01645338208409508
T049,A281,0.12807017543859645
T049,A284,-0.08273894436519258
T049,A287,-0.014227642276422812
T049,A293,-0.018672199170124533
T049,A297,-0.06024096385542167
T049,A298,-0.00588235294117645
T049,A300,0.0026881720430107503
T049,A303,-0.022887323943662
T049,A305,0.01327433628318575
T049,A306,0.010544815465729274
T049,A308,-0.002770551273306721
T049,A310,0.01372997711670476
T049,A314,-0.04223864836325242
T049,A318,-0.0011993257844239436
T049,A319,-0.028268551236749095
T049,A320,0.01298701298701288
T049,A322,0.013698630136986356
T049,A324,0.0040000000000000036
T049,A325,0.006521739130434856
T049,A327,-0.03339191564147625
T049,A329,0.05264609359918372
T049,A331,-0.07726128545057898
T049,A333,0.0312530712530712
T049,A340,0.0034602076124568004
T049,A343,-0.04738702589089516
T049,A349,0.028169014084507005
T049,A352,-0.09059233449477357
T049,A358,-0.0526298786706848
T049,A360,0.02420382165605095
T049,A361,-0.019013666072489555
T049,A363,0.001811594202898448
T049,A365,-0.010000000000000007
T049,A366,-0.009124087591240835
T049,A369,0.04106692134524858
T049,A376,-0.01317794710891973
T049,A377,-0.05760012078662291
T049,A379,-0.08469055374592838
T049,A384,-0.027649769585253448
T049,A390,-0.0277866700813112
T049,A391,0.020746887966804902
T049,A392,-0.03614457831325302
T049,A394,0.018987341772152
T049,A400,0.003267973856209139
T049,A410,-0.05128205128205132
T049,A414,-0.002717391304347782
T049,A415,0.15833333333333344
T049,A417,-0.027649769585253448
T049,A418,-0.05267273641289172
T049,A419,0.019376579612468303
T049,A422,0.039049235993208864
T049,A424,-0.0012690355329949554
T049,A426,0.01904761904761898
T049,A430,-0.05647382920110189
T049,A432,0.030629524575589432
T049,A434,0.029556650246305383
T049,A437,-0.023706896551724088
T049,A442,0.0012987012987013544
T049,A443,-0.03270440251572326
T049,A444,-0.013245033112582738
T049,A455,0.06342494714587743
T049,A457,0.028614457831325213
T049,A461,0.020172458845048258
T049,A462,-0.041739510489510516
T049,A464,-0.05152671755725191
T049,A468,0.0024937655860348684
T049,A469,-0.012099701540695285
T049,A471,-0.04335027159628524
T049,A473,0.007109004739336511
T049,A478,-0.013605442176870763
T049,A483,0.038888888888888966
T049,A484,-0.1002804764033982
T049,A485,-0.02276422764227637
T049,A487,-0.11902878354530524
T049,A488,-0.02569773871540404
T049,A489,-0.018000000000000016
T049,A491,0.0024449877750611915
T049,A492,-0.11380971497390605
T049,A493,-0.010452961672473893
T049,A496,-0.009859154929577452
T049,A501,-0.03169332930878355
T049,A502,-0.033873272987136716
T049,A504,-0.06725967540574285
T049,A505,0.004918032786885185
T049,A507,0.02509652509652516
T049,A509,0.041158536585365946
T049,A513,-0.048640915593705314
T049,A517,-0.02608695652173909
T049,A518,0.005249343832020914
T049,A520,0.021484375
T049,A522,-0.034383954154727836
T049,A529,-0.01092233009708743
T049,A530,-0.011541420877147934
T049,A537,-0.08981541004683624
T049,A538,-0.020594965675057253
T049,A540,-0.011614129158726394
T049,A541,-0.0048367593712213
T049,A548,-0.054054054054054064
T049,A549,-0.002881844380403509
T049,A551,-0.03433476394849788
T049,A552,0.029969243973964717
T049,A553,0.0013297872340425345
T049,A556,0.2103594080338267
T049,A557,-0.05603448275862066
T049,A564,-0.02272727272727271
T049,A566,0.06284153005464478
T049,A574,0.08605341246290799
T049,A581,-0.06055646481178401
T049,A584,0.002426607032402384
T049,A587,0.006968827896754126
T049,A591,-0.00941619585687381
T049,A594,-0.045476221441886684
T049,A595,0.0165929203539823
T049,A599,0.02729885057471271
T049,A606,-0.005444646098003658
T049,A609,0.0208986415882968
T049,A610,-0.020172910662824232
T049,A614,-0.0965092402464066
T049,A616,0.04746494066882412
T049,A620,-0.2294117647058823
T049,A627,-0.0126811594202898
T049,A628,0.003937007874015741
T049,A636,0.04723127035830621
T049,A637,-0.026666666666666616
T049,A638,-0.030550223928342942
T049,A643,-0.017937219730941756
T049,A645,-0.039473684210526334
T049,A646,-0.05853658536585371
T049,A647,0.05660606945559854
T049,A648,0.05200000000000005
T049,A649,-0.00985221674876846
T049,A652,-0.016587677725118488
T049,A653,0.01081054529602099
T049,A658,0.0224215246636772
T049,A659,0.021857923497267784
T049,A663,-0.01851851851851849
T049,A664,-0.009661486567883348
T049,A666,0.04231389721133905
T049,A668,0.004555808656036442
T049,A670,-0.05932733353272246
T049,A676,-0.09785460392687884
T049,A679,-0.048869868909712455
T049,A680,-0.06572769953051638
T049,A683,0.009153318077803174
T049,A684,-0.034140472251466436
T049,A687,-0.08228980322003576
T049,A688,0.03277721604314121
T049,A690,0.020746844902025836
T049,A694,-0.03691275167785235
T049,A696,-0.025927155983615613
T049,A697,0.008620689655172377
T049,A698,-0.012820512820512777
T049,A701,-0.017080745341614856
T049,A708,-0.030769230769230767
T049,A709,-0.04274611398963735
T049,A711,-0.05057471264367819
T049,A719,-0.0411899313501144
T049,A722,0.005479825939906258
T049,A724,0.035460992907801366
T049,A727,-0.07043684388757199
T049,A733,-0.01085481682496603
T049,A734,0.03037383177570097
T049,A736,0.03085299455535395
T049,A738,0.0
T049,A740,-0.04610202228072802
T049,A745,-0.02264150943396226
T049,A746,0.026521060842433768
T049,A747,-0.035369774919614135
T049,A752,-0.04179104477611939
T049,A753,0.021621621621621626
T049,A754,-0.024590163934426257
T049,A755,0.021583456029982573
T049,A759,0.0015822784810126669
T049,A766,0.0
T049,A772,0.0
T049,A775,-0.01070663811563166
T049,A776,-0.04077100728370942
T049,A779,-0.012820512820512777
T049,A786,-0.08759124087591241
T049,A788,-0.01441458197712264
T049,A789,0.05805266762124139
T049,A794,-0.0426621160409556
T049,A795,-0.02335456475583864
T050,A005,-0.0357142857142857
T050,A006,0.03515625
T050,A007,-0.011312481048678658
T050,A011,-0.00308869537492773
T050,A012,0.04081632653061229
T050,A017,0.002544529262086481
T050,A019,-0.011406844106463865
T050,A021,-0.04415274463007157
T050,A024,0.052565707133917394
T050,A030,0.038888888888888966
T050,A032,-0.03811033129575125
T050,A034,0.011673151750972721
T050,A037,0.021077283372365363
T050,A039,-0.007556675062972306
T050,A041,-0.012637446548564468
T050,A043,0.015761821366024442
T050,A045,-0.032653061224489736
T050,A046,-0.018817204301075245
T050,A050,-0.007220216606498186
T050,A054,-0.02419354838709676
T050,A060,0.03250478011472269
T050,A062,-0.04678362573099415
T050,A066,-0.010479288218394393
T050,A067,0.051546391752577365
T050,A069,0.03299502814644373
T050,A071,0.03365940885663199
T050,A072,-0.006249999999999978
T050,A074,-0.09232769830949283
T050,A076,0.010135135135135087
T050,A086,-0.018416206261510082
T050,A087,-0.1205564142194745
T050,A092,0.010434782608695679
T050,A094,-0.02777777777777779
T050,A097,0.0
T050,A101,0.08323512080141415
T050,A106,-0.01445086705202314
T050,A108,-0.13091539571957578
T050,A111,0.006138107416879811
T050,A115,0.01763907734056991
T050,A116,0.004497751124437732
T050,A117,-0.013122059915820716
T050,A118,0.011673151750972721
T050,A122,-0.009569377990430672
T050,A124,0.008474576271186418
T050,A127,0.04048582995951412
T050,A135,0.015406162464985941
T050,A144,0.0
T050,A147,-0.02083333333333337
T050,A148,-0.052340702210663226
T050,A158,-0.0014992503748125776
T050,A159,0.006389776357827559
T050,A165,0.028132992327365658
T050,A166,-0.018292682926829285
T050,A168,0.008146639511201538
T050,A171,0.05769142013199801
T050,A172,-0.0012987012987012436
T050,A175,0.01835192515293272
T050,A178,-0.0304347826086957
T050,A179,0.013856812933025427
T050,A181,-0.0191798411042452
T050,A185,-0.056980056980056926
T050,A188,-0.008823529411764675
T050,A194,0.028735632183908063
T050,A196,0.026717557251908497
T050,A197,0.04466501240694787
T050,A206,-0.05446623093681914
T050,A207,0.042553191489361764
T050,A210,-0.00911458333333337
T050,A216,0.054151624548736566
T050,A217,0.016129032258064502
T050,A219,-0.0852713178294574
T050,A223,-0.026589595375722586
T050,A228,-0.02550091074681237
T050,A230,-0.06484149855907784
T050,A232,0.018933823529411864
T050,A236,0.007340057773358001
T050,A237,0.0
T050,A238,0.0
T050,A239,-0.027906976744186074
T050,A244,-0.0678824721377913
T050,A245,-0.0010395010395010118
T050,A249,-0.08094967154606114
T050,A250,-0.022650056625141524
T050,A253,0.02686915887850461
T050,A254,0.03594351732991008
T050,A257,-0.037403740374037375
T050,A260,0.04635761589403975
T050,A261,0.02661870503597119
T050,A265,0.014554073033707924
T050,A270,0.01098901098901095
T050,A271,0.0033902267944820874
T050,A274,-0.028477546549835694
T050,A280,0.03159851301115246
T050,A281,-0.05909797822706064
T050,A284,0.026438569206842955
T050,A287,-0.024742268041237137
T050,A293,0.012684989429175396
T050,A297,-0.035256410256410235
T050,A298,-0.011834319526627168
T050,A300,0.0053619302949061715
T050,A303,-0.014414414414414378
T050,A305,0.04366812227074246
T050,A306,0.0052173913043478395
T050,A308,-0.008328692831029216
T050,A310,-0.018058690744920947
T050,A314,0.005512679162072764
T050,A318,-0.0132300602546489
T050,A319,0.0
T050,A320,0.0410256410256411
T050,A322,-0.008108108108108136
T050,A324,-0.010624169986719778
T050,A325,-0.030237580993520474
T050,A327,-0.036363636363636376
T050,A329,0.003903589206182945
T050,A331,0.002436983959553274
T050,A333,0.060611836462403534
T050,A340,-0.029310344827586213
T050,A343,0.004964396750576583
T050,A349,-0.0328767123287671
T050,A352,-0.06704980842911877
T050,A358,0.037037397882881296
T050,A360,-0.03377344048985842
T050,A361,-0.016353725015142314
T050,A363,0.06509945750452073
T050,A365,0.0
T050,A366,0.011049723756906049
T050,A369,-0.018216368521066784
T050,A376,0.008902616279069742
T050,A377,0.020386910722153262
T050,A379,0.021352313167259718
T050,A384,-0.06445497630331752
T050,A390,0.06348370102074408
T050,A391,-0.008130081300813052
T050,A392,-0.018750000000000044
T050,A394,-0.0217391304347826
T050,A400,0.006514657980456029
T050,A410,0.0030030030030030463
T050,A414,0.06267029972752036
T050,A415,0.1606714628297361
T050,A417,-0.04265402843601896
T050,A418,-0.033313679245283064
T050,A419,0.03305785123966931
